Cell_Type,Cluster,Percent,Overlap_genes,number_of_cluster_markers
FLC,0,29.41,TMEM163|VCAN|TESC|SLC16A14|RPS6KA2,1186
FLC,1,29.41,CA12|PDE10A|TESC|TMEM163|RPS6KA2,647
FLC,2,0,,373
FLC,3,0,,87
FLC,4,17.65,PDE10A|OAT|SLC16A14,264
FLC,5,0,,303
FLC,6,11.76,FURIN|OAT,327
FLC,7,0,,330
FLC,8,5.88,PDE4B,316
FLC,9,0,,110
FLC,10,41.18,NOVA1|SLC16A14|VCAN|PDE10A|TMEM163|OAT|FURIN,627
FLC,11,23.53,PDE10A|SLC16A14|EGFLAM|RPS6KA2,391
