"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","Neutrophils and macrophages-FLC","GO:0002181","cytoplasmic translation","29/188","146/18800",1.33676966710789e-29,3.69215782055201e-26,3.1688476740284e-26,"6176/6222/6171/6137/6208/6156/6234/6217/6206/6209/25873/6164/6233/6129/6142/6122/6159/6132/6232/6229/6191/6189/6158/6135/6141/6223/6210/6231/6235",29
"2","Neutrophils and macrophages-FLC","GO:0046034","ATP metabolic process","15/188","273/18800",1.08657687101502e-07,0.00014122209426259,0.000121205898197093,"7381/2597/514/27089/1350/7114/1327/4697/1329/4694/513/1347/51142/54541/3303",15
"3","Neutrophils and macrophages-FLC","GO:0006119","oxidative phosphorylation","11/188","139/18800",1.53391123384421e-07,0.00014122209426259,0.000121205898197093,"7381/514/27089/1350/1327/4697/1329/4694/513/1347/51142",11
"4","Neutrophils and macrophages-FLC","GO:0000028","ribosomal small subunit assembly","5/188","19/18800",9.83955958968692e-07,0.000679421589667882,0.000583123373578288,"6208/6234/6209/6232/6223",5
"5","Neutrophils and macrophages-FLC","GO:0042255","ribosome assembly","7/188","62/18800",2.76402901987887e-06,0.00135201372229251,0.00116038526719873,"6208/6234/6209/6122/6232/6135/6223",7
"6","Neutrophils and macrophages-FLC","GO:0009060","aerobic respiration","11/188","187/18800",2.94276406568741e-06,0.00135201372229251,0.00116038526719873,"7381/514/27089/1350/1327/4697/1329/4694/513/1347/51142",11
"7","Neutrophils and macrophages-FLC","GO:0042773","ATP synthesis coupled electron transport","8/188","92/18800",3.91604264241133e-06,0.00135201372229251,0.00116038526719873,"7381/27089/1350/1327/4697/1329/4694/51142",8
"8","Neutrophils and macrophages-FLC","GO:0042775","mitochondrial ATP synthesis coupled electron transport","8/188","92/18800",3.91604264241133e-06,0.00135201372229251,0.00116038526719873,"7381/27089/1350/1327/4697/1329/4694/51142",8
"9","Neutrophils and macrophages-FLC","GO:1903034","regulation of response to wounding","10/188","166/18800",6.79068511302899e-06,0.00208398580913179,0.00178861086251945,"2244/2266/2243/5747/7448/84959/83999/948/7852/6696",10
"10","Neutrophils and macrophages-FLC","GO:0042274","ribosomal small subunit biogenesis","7/188","74/18800",9.14274432494558e-06,0.00252522598254997,0.00216731160208184,"6208/6234/6217/6209/6232/6229/6223",7
"11","Neutrophils and macrophages-FLC","GO:0034368","protein-lipid complex remodeling","5/188","30/18800",1.10287568995752e-05,0.00253845221305222,0.00217866320507397,"344/5320/341/337/183",5
"12","Neutrophils and macrophages-FLC","GO:0034369","plasma lipoprotein particle remodeling","5/188","30/18800",1.10287568995752e-05,0.00253845221305222,0.00217866320507397,"344/5320/341/337/183",5
"13","Neutrophils and macrophages-FLC","GO:0034116","positive regulation of heterotypic cell-cell adhesion","4/188","15/18800",1.21288051981025e-05,0.00257690461208916,0.00221166553086047,"2244/2266/960/2243",4
