Cell_Type,Cluster,Percent,Overlap_genes,number_of_cluster_markers
FLC,0,52.94,TMEM163|PDE10A|TESC|RPS6KA2|SLC16A14|VCAN|PDE4B|CA12|NOVA1,652
FLC,1,0,,315
FLC,2,0,,121
FLC,3,0,,276
FLC,4,0,,1125
FLC,5,11.76,FURIN|OAT,386
FLC,6,17.65,CA12|OAT|PDE10A,361
FLC,7,0,,320
FLC,8,5.88,PDE4B,305
FLC,9,0,,1372
FLC,10,0,,103
FLC,11,5.88,OAT,1015
FLC,12,35.29,PDE10A|EGFLAM|SLC16A14|TMEM163|RPS6KA2|PDE4B,396
