Cell_Type,Cluster,Percent,Overlap_genes,number_of_cluster_markers
FLC,0,58.82,TMEM163|PDE10A|TESC|RPS6KA2|SLC16A14|VCAN|PDE4B|NOVA1|CA12|OAT,840
FLC,1,0,,336
FLC,2,0,,178
FLC,3,0,,305
FLC,4,11.76,FURIN|OAT,332
FLC,5,5.88,OAT,1136
FLC,6,23.53,CA12|OAT|RPS6KA2|PDE10A,365
FLC,7,0,,339
FLC,8,5.88,PDE4B,311
FLC,9,0,,111
FLC,10,0,,158
