"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"137","Endothelial cells","Liver epithelial cells 5","BMP6","ACVR1_BMPR2",4.95565646880758e-06,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"138","Endothelial cells","Liver epithelial cells 6","BMP6","ACVR1_BMPR2",3.19727291801886e-06,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"139","Endothelial cells","Endothelial cells","BMP6","ACVR1_BMPR2",3.48215068977773e-05,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"140","Endothelial cells","Stellate cells","BMP6","ACVR1_BMPR2",2.3785283959924e-05,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"141","Endothelial cells","Neutrophils and macrophages","BMP6","ACVR1_BMPR2",1.61282058997375e-05,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"142","Endothelial cells","Cholangiocyte cells","BMP6","ACVR1_BMPR2",4.26074392084324e-05,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"143","Endothelial cells","Liver epithelial cells 1","BMP6","BMPR1A_ACVR2A",4.34509738753645e-05,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"144","Endothelial cells","Liver epithelial cells 2","BMP6","BMPR1A_ACVR2A",3.29146360268195e-05,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"145","Endothelial cells","Liver epithelial cells 3","BMP6","BMPR1A_ACVR2A",1.97328890083075e-05,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"146","Endothelial cells","Liver epithelial cells 4","BMP6","BMPR1A_ACVR2A",4.4097679299776e-06,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"147","Endothelial cells","Liver epithelial cells 6","BMP6","BMPR1A_ACVR2A",1.66893087966609e-06,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"148","Endothelial cells","Stellate cells","BMP6","BMPR1A_ACVR2A",1.5689143120633e-05,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"149","Endothelial cells","Neutrophils and macrophages","BMP6","BMPR1A_ACVR2A",6.57859917030995e-06,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"150","Endothelial cells","Cholangiocyte cells","BMP6","BMPR1A_ACVR2A",2.31047191485807e-05,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"151","Endothelial cells","Liver epithelial cells 1","BMP6","BMPR1A_BMPR2",6.5620962748296e-05,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"152","Endothelial cells","Liver epithelial cells 2","BMP6","BMPR1A_BMPR2",3.84385272264269e-05,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"153","Endothelial cells","Liver epithelial cells 3","BMP6","BMPR1A_BMPR2",2.81735665549006e-05,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"154","Endothelial cells","Liver epithelial cells 4","BMP6","BMPR1A_BMPR2",7.30836556562066e-06,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"155","Endothelial cells","Liver epithelial cells 5","BMP6","BMPR1A_BMPR2",4.84183664727549e-06,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"156","Endothelial cells","Liver epithelial cells 6","BMP6","BMPR1A_BMPR2",2.77931474864352e-06,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"157","Endothelial cells","Stellate cells","BMP6","BMPR1A_BMPR2",4.53184667547916e-05,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"158","Endothelial cells","Neutrophils and macrophages","BMP6","BMPR1A_BMPR2",1.52078269811745e-05,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"159","Endothelial cells","Lymphocytes","BMP6","BMPR1A_BMPR2",2.01997927218175e-06,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"160","Endothelial cells","Cholangiocyte cells","BMP6","BMPR1A_BMPR2",6.20413149943127e-05,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"161","Endothelial cells","Stellate cells","BMP6","BMPR1B_ACVR2A",1.68656333892932e-05,0,"BMP6_BMPR1B_ACVR2A","BMP6 - (BMPR1B+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"162","Endothelial cells","Stellate cells","BMP6","BMPR1B_BMPR2",4.87018914041618e-05,0,"BMP6_BMPR1B_BMPR2","BMP6 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"163","Liver epithelial cells 1","Liver epithelial cells 1","INHBA","ACVR1B_ACVR2A",2.63393338730069e-06,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"164","Liver epithelial cells 6","Liver epithelial cells 1","INHBA","ACVR1B_ACVR2A",1.19439959118092e-06,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"165","Liver epithelial cells 1","Liver epithelial cells 2","INHBA","ACVR1B_ACVR2A",2.75603053933522e-06,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"166","Liver epithelial cells 6","Liver epithelial cells 2","INHBA","ACVR1B_ACVR2A",1.24944454403434e-06,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"167","Liver epithelial cells 1","Liver epithelial cells 3","INHBA","ACVR1B_ACVR2A",1.90104871542832e-06,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"168","Liver epithelial cells 6","Liver epithelial cells 3","INHBA","ACVR1B_ACVR2A",8.6182791055354e-07,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"169","Liver epithelial cells 1","Liver epithelial cells 4","INHBA","ACVR1B_ACVR2A",1.96755007908418e-07,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"170","Liver epithelial cells 6","Liver epithelial cells 4","INHBA","ACVR1B_ACVR2A",8.9234176428085e-08,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"171","Liver epithelial cells 1","Liver epithelial cells 6","INHBA","ACVR1B_ACVR2A",1.34621567110914e-07,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"172","Liver epithelial cells 6","Liver epithelial cells 6","INHBA","ACVR1B_ACVR2A",6.10335144868369e-08,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"173","Liver epithelial cells 1","Endothelial cells","INHBA","ACVR1B_ACVR2A",6.82712910029442e-07,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"174","Liver epithelial cells 6","Endothelial cells","INHBA","ACVR1B_ACVR2A",3.09653994502587e-07,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"175","Liver epithelial cells 1","Neutrophils and macrophages","INHBA","ACVR1B_ACVR2A",3.82334538753997e-07,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"176","Liver epithelial cells 6","Neutrophils and macrophages","INHBA","ACVR1B_ACVR2A",1.73421104839003e-07,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"177","Liver epithelial cells 1","Cholangiocyte cells","INHBA","ACVR1B_ACVR2A",4.3882093842506e-07,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"178","Liver epithelial cells 6","Cholangiocyte cells","INHBA","ACVR1B_ACVR2A",1.99056861680292e-07,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"179","Liver epithelial cells 6","Liver epithelial cells 1","INHBC","ACVR1B_ACVR2A",2.98729719503608e-07,0,"INHBC_ACVR1B_ACVR2A","INHBC - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04356"
"180","Liver epithelial cells 6","Liver epithelial cells 2","INHBC","ACVR1B_ACVR2A",3.12562636674449e-07,0,"INHBC_ACVR1B_ACVR2A","INHBC - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04356"
"181","Liver epithelial cells 6","Liver epithelial cells 3","INHBC","ACVR1B_ACVR2A",2.15598255001833e-07,0,"INHBC_ACVR1B_ACVR2A","INHBC - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04356"
"182","Liver epithelial cells 6","Liver epithelial cells 4","INHBC","ACVR1B_ACVR2A",2.23157039325621e-08,0,"INHBC_ACVR1B_ACVR2A","INHBC - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04356"
"183","Liver epithelial cells 6","Liver epithelial cells 6","INHBC","ACVR1B_ACVR2A",1.52676257152267e-08,0,"INHBC_ACVR1B_ACVR2A","INHBC - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04356"
"184","Liver epithelial cells 6","Endothelial cells","INHBC","ACVR1B_ACVR2A",7.74335221431255e-08,0,"INHBC_ACVR1B_ACVR2A","INHBC - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04356"
"185","Liver epithelial cells 6","Neutrophils and macrophages","INHBC","ACVR1B_ACVR2A",4.3364873580968e-08,0,"INHBC_ACVR1B_ACVR2A","INHBC - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04356"
"186","Liver epithelial cells 6","Cholangiocyte cells","INHBC","ACVR1B_ACVR2A",4.97722958272155e-08,0,"INHBC_ACVR1B_ACVR2A","INHBC - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04356"
"187","Endothelial cells","Endothelial cells","WNT2B","FZD4_LRP5",4.42530173001679e-06,0,"WNT2B_FZD4_LRP5","WNT2B - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"188","Endothelial cells","Endothelial cells","WNT2B","FZD4_LRP6",1.63992312818192e-05,0,"WNT2B_FZD4_LRP6","WNT2B - (FZD4+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"189","Liver epithelial cells 6","Endothelial cells","WNT11","FZD4",1.54464197569698e-08,0,"WNT11_FZD4","WNT11 - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"190","Neutrophils and macrophages","Liver epithelial cells 1","TGFA","EGFR",7.70132261792367e-05,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"191","Cholangiocyte cells","Liver epithelial cells 1","TGFA","EGFR",0.00022061989421409,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"192","Neutrophils and macrophages","Liver epithelial cells 2","TGFA","EGFR",3.58134793126466e-05,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"193","Cholangiocyte cells","Liver epithelial cells 2","TGFA","EGFR",0.000102705904895114,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"194","Neutrophils and macrophages","Liver epithelial cells 3","TGFA","EGFR",2.19738850226692e-05,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"195","Cholangiocyte cells","Liver epithelial cells 3","TGFA","EGFR",6.30305787355221e-05,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"196","Neutrophils and macrophages","Liver epithelial cells 4","TGFA","EGFR",9.06643290745844e-06,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"197","Cholangiocyte cells","Liver epithelial cells 4","TGFA","EGFR",2.59608934752047e-05,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"198","Neutrophils and macrophages","Liver epithelial cells 5","TGFA","EGFR",5.23904268286346e-06,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"199","Cholangiocyte cells","Liver epithelial cells 5","TGFA","EGFR",1.5043178657006e-05,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"200","Neutrophils and macrophages","Liver epithelial cells 6","TGFA","EGFR",2.17592985005067e-06,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"201","Cholangiocyte cells","Liver epithelial cells 6","TGFA","EGFR",6.23722632228468e-06,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"202","Neutrophils and macrophages","Endothelial cells","TGFA","EGFR",1.80010800529356e-06,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"203","Cholangiocyte cells","Endothelial cells","TGFA","EGFR",5.17475851264927e-06,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"204","Neutrophils and macrophages","Stellate cells","TGFA","EGFR",8.62582547343708e-06,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"205","Cholangiocyte cells","Stellate cells","TGFA","EGFR",2.47643995246209e-05,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"206","Neutrophils and macrophages","Neutrophils and macrophages","TGFA","EGFR",5.17175255472069e-07,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"207","Cholangiocyte cells","Neutrophils and macrophages","TGFA","EGFR",1.48690029775352e-06,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"208","Neutrophils and macrophages","Lymphocytes","TGFA","EGFR",7.97124378852459e-07,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"209","Cholangiocyte cells","Lymphocytes","TGFA","EGFR",2.29121598147081e-06,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"210","Neutrophils and macrophages","Cholangiocyte cells","TGFA","EGFR",1.75640915087162e-05,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"211","Cholangiocyte cells","Cholangiocyte cells","TGFA","EGFR",5.03985931917576e-05,0,"TGFA_EGFR","TGFA - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"212","Neutrophils and macrophages","Liver epithelial cells 1","TGFA","EGFR_ERBB2",1.76755590941124e-05,0,"TGFA_EGFR_ERBB2","TGFA - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"213","Cholangiocyte cells","Liver epithelial cells 1","TGFA","EGFR_ERBB2",5.07796062618027e-05,0,"TGFA_EGFR_ERBB2","TGFA - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"214","Neutrophils and macrophages","Liver epithelial cells 4","TGFA","EGFR_ERBB2",2.89810026304541e-06,0,"TGFA_EGFR_ERBB2","TGFA - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"215","Cholangiocyte cells","Liver epithelial cells 4","TGFA","EGFR_ERBB2",8.32188721934534e-06,0,"TGFA_EGFR_ERBB2","TGFA - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"216","Neutrophils and macrophages","Cholangiocyte cells","TGFA","EGFR_ERBB2",4.71750097680081e-06,0,"TGFA_EGFR_ERBB2","TGFA - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"217","Cholangiocyte cells","Cholangiocyte cells","TGFA","EGFR_ERBB2",1.35568054773556e-05,0,"TGFA_EGFR_ERBB2","TGFA - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"218","Liver epithelial cells 1","Liver epithelial cells 1","NRG1","ERBB3",0.000690589114341129,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"219","Liver epithelial cells 2","Liver epithelial cells 1","NRG1","ERBB3",0.000246135230665561,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"220","Liver epithelial cells 3","Liver epithelial cells 1","NRG1","ERBB3",3.71850869725294e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"221","Liver epithelial cells 4","Liver epithelial cells 1","NRG1","ERBB3",9.26024684312718e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"222","Liver epithelial cells 5","Liver epithelial cells 1","NRG1","ERBB3",1.91226961694993e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"223","Cholangiocyte cells","Liver epithelial cells 1","NRG1","ERBB3",0.000102745405931447,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"224","Liver epithelial cells 1","Liver epithelial cells 2","NRG1","ERBB3",0.000170082799140453,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"225","Liver epithelial cells 2","Liver epithelial cells 2","NRG1","ERBB3",6.04376953344578e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"226","Liver epithelial cells 4","Liver epithelial cells 2","NRG1","ERBB3",2.28485988541679e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"227","Cholangiocyte cells","Liver epithelial cells 2","NRG1","ERBB3",2.51990808134048e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"228","Liver epithelial cells 1","Liver epithelial cells 3","NRG1","ERBB3",9.66524719036628e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"229","Liver epithelial cells 2","Liver epithelial cells 3","NRG1","ERBB3",3.43353822516136e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"230","Liver epithelial cells 4","Liver epithelial cells 3","NRG1","ERBB3",1.29862754136829e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"231","Cholangiocyte cells","Liver epithelial cells 3","NRG1","ERBB3",1.43143734956541e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"232","Liver epithelial cells 1","Liver epithelial cells 4","NRG1","ERBB3",6.90302416696788e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"233","Liver epithelial cells 2","Liver epithelial cells 4","NRG1","ERBB3",2.45977372135672e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"234","Liver epithelial cells 3","Liver epithelial cells 4","NRG1","ERBB3",3.71535309417093e-06,0.01,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"235","Liver epithelial cells 4","Liver epithelial cells 4","NRG1","ERBB3",9.25767652939748e-06,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"236","Liver epithelial cells 5","Liver epithelial cells 4","NRG1","ERBB3",1.91067426049401e-06,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"237","Cholangiocyte cells","Liver epithelial cells 4","NRG1","ERBB3",1.02670389711194e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"238","Liver epithelial cells 1","Liver epithelial cells 6","NRG1","ERBB3",1.71542258570647e-05,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"239","Liver epithelial cells 2","Liver epithelial cells 6","NRG1","ERBB3",6.10613154852516e-06,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"240","Liver epithelial cells 4","Liver epithelial cells 6","NRG1","ERBB3",2.30204712437096e-06,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"241","Cholangiocyte cells","Liver epithelial cells 6","NRG1","ERBB3",2.54762519647013e-06,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"242","Liver epithelial cells 1","Liver epithelial cells 1","NRG1","ERBB2_ERBB3",0.000491732647815459,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"243","Liver epithelial cells 2","Liver epithelial cells 1","NRG1","ERBB2_ERBB3",0.00017501733692396,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"244","Liver epithelial cells 3","Liver epithelial cells 1","NRG1","ERBB2_ERBB3",2.640735690357e-05,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"245","Liver epithelial cells 4","Liver epithelial cells 1","NRG1","ERBB2_ERBB3",6.5993070224811e-05,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"246","Liver epithelial cells 5","Liver epithelial cells 1","NRG1","ERBB2_ERBB3",1.35813641139622e-05,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"247","Endothelial cells","Liver epithelial cells 1","NRG1","ERBB2_ERBB3",3.06518554970059e-06,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"248","Stellate cells","Liver epithelial cells 1","NRG1","ERBB2_ERBB3",4.16467221664792e-06,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"249","Neutrophils and macrophages","Liver epithelial cells 1","NRG1","ERBB2_ERBB3",4.71784534721983e-07,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"250","Lymphocytes","Liver epithelial cells 1","NRG1","ERBB2_ERBB3",1.29653074780574e-06,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"251","Cholangiocyte cells","Liver epithelial cells 1","NRG1","ERBB2_ERBB3",7.30186164753529e-05,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"252","Liver epithelial cells 1","Liver epithelial cells 4","NRG1","ERBB2_ERBB3",7.40544228902122e-05,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"253","Liver epithelial cells 2","Liver epithelial cells 4","NRG1","ERBB2_ERBB3",2.63968360380362e-05,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"254","Liver epithelial cells 3","Liver epithelial cells 4","NRG1","ERBB2_ERBB3",3.98831838943736e-06,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"255","Liver epithelial cells 4","Liver epithelial cells 4","NRG1","ERBB2_ERBB3",9.92945407463895e-06,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"256","Liver epithelial cells 5","Liver epithelial cells 4","NRG1","ERBB2_ERBB3",2.05100714015106e-06,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"257","Endothelial cells","Liver epithelial cells 4","NRG1","ERBB2_ERBB3",4.63097520178033e-07,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"258","Stellate cells","Liver epithelial cells 4","NRG1","ERBB2_ERBB3",6.29179631644593e-07,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
