name,summary.logFC,FDR,p.value,self.average,other.average,self.detected,other.detected,cluster
RPL10A,1.72752157,7.7942E-61,1.88803E-61,0.804894468,0.721628045,0.326872536,0.29929999,NonInfMac
RPL7A,1.722193935,2.02654980424944e-60,4.9401E-61,0.852834229,0.726332856,0.342969777,0.2995173,NonInfMac
CTSB,1.711128947,0,0,1.862286565,0.430565667,0.706636005,0.278716296,NonInfMac
COX7C,1.705679032,1.66511E-76,3.39342E-77,0.820574041,0.657975553,0.33869908,0.286846696,NonInfMac
C1QA,1.704240387,0,0,1.830733412,0.217775932,0.581471748,0.095585805,NonInfMac
RPS26,1.692613341,2.76418E-76,5.67038E-77,0.840360273,0.710213487,0.331143233,0.275977586,NonInfMac
PFN1,1.605720991,4.20031E-62,9.9693E-63,0.748251343,0.571191973,0.321287779,0.269670804,NonInfMac
EEF1D,1.574667085,5.52262E-58,1.38648E-58,0.772369949,0.681286641,0.350854139,0.346306555,NonInfMac
UQCRB,1.573891381,7.94026E-56,2.05281E-56,0.691884232,0.479625589,0.295663601,0.231517797,NonInfMac
CFL1,1.551913661,7.63255E-76,1.5767E-76,0.623489014,0.420364403,0.281865966,0.207301589,NonInfMac
GAPDH,1.538635285,5.36529E-46,1.58871E-46,0.880780785,0.831540977,0.379763469,0.376514208,NonInfMac
C1QB,1.501523854,0,0,1.60992853,0.166018321,0.516754271,0.068974797,NonInfMac
SLC8A1,1.461538543,0,0,1.171013273,0.275361306,0.429697766,0.126864176,NonInfMac
TOMM7,1.450292037,8.02835E-62,1.91012E-62,0.621126633,0.511744499,0.273324573,0.237976734,NonInfMac
COX4I1,1.434663327,1.55940302717616e-60,3.79387E-61,0.825320587,0.596667279,0.356438896,0.288785723,NonInfMac
RPL5,1.434497945,4.21388E-55,1.09992E-55,0.838329115,0.786848109,0.362023653,0.361315561,NonInfMac
PPIA,1.422294577,4.73417E-61,1.14134E-61,0.692492733,0.521492596,0.328843627,0.289387849,NonInfMac
ACTG1,1.401641058,8.06088E-58,2.02758E-58,0.663956046,0.587611154,0.311760841,0.308051447,NonInfMac
MS4A6A,1.399471328,0,0,1.447792788,0.256668438,0.599868594,0.125794505,NonInfMac
RPSA,1.384557369,1.86121E-48,5.3369E-49,0.639567366,0.596722581,0.290735874,0.279989475,NonInfMac
MT-ND5,1.361206003,8.57881E-21,4.04846E-21,1.921470643,1.837400066,0.672141919,0.688286822,NonInfMac
MERTK,1.358793696,0,0,1.160997075,0.23098247,0.462877792,0.164248845,NonInfMac
MSR1,1.354970741,0,0,1.27607805,0.06313997,0.524638633,0.036855052,NonInfMac
RPLP0,1.340641056,2.13065E-36,7.31185E-37,0.808502572,0.80485145,0.365308804,0.391530319,NonInfMac
TMSB4X,1.336453881,0,0,2.010883328,1.301136917,0.567017083,0.435051312,NonInfMac
NACA,1.327113689,2.32019E-38,7.72211E-39,0.610090715,0.609727287,0.275952694,0.295875645,NonInfMac
ZEB2,1.325109482,0,0,1.310471186,0.344742824,0.51544021,0.164351001,NonInfMac
TBXAS1,1.317390237,0,0,1.117997353,0.194548746,0.457950066,0.107592349,NonInfMac
TMSB10,1.302996724,0,0,1.738360489,0.924504512,0.480946124,0.311520114,NonInfMac
KCNMA1,1.297166166,0,0,1.255655165,0.400214852,0.472733246,0.235797322,NonInfMac
RPL4,1.2935239,6.42014225514702e-50,1.81181928672861e-50,0.642376947,0.574285689,0.299934297,0.290463177,NonInfMac
FMN1,1.272624189,1E-297,5E-299,1.097209055,0.1402871,0.398160315,0.074995508,NonInfMac
CELF2,1.26493981,0,0,1.183597803,0.274327456,0.482917214,0.120083417,NonInfMac
PLXDC2,1.201973125,5.8153E-266,2.7148E-267,1.015034076,0.394467765,0.405059133,0.196253211,NonInfMac
LDB2,2.758595835,0,0,2.575298175,0.363704544,0.738125802,0.169760972,PortalEndo
PTPRB,2.377044386,0,0,2.543612496,0.297501485,0.80872914,0.11178394,PortalEndo
RPS3A,2.334154318,4.56257E-42,1.22418E-42,0.99342025,0.889708286,0.3478819,0.328665169,PortalEndo
ST6GALNAC3,2.233388782,0,0,2.015537291,0.26927414,0.618741977,0.117118068,PortalEndo
LIFR,1.995774072,0,0,2.128684325,0.429018661,0.729781772,0.168062101,PortalEndo
HSPG2,1.913657814,0,0,1.95664737,0.18928149,0.792041078,0.10974898,PortalEndo
ID1,1.883562424,0,0,1.781830271,0.15728618,0.701540436,0.101768445,PortalEndo
PTPRG,1.739782359,0,0,2.179724167,0.796339717,0.679717587,0.354008737,PortalEndo
IGFBP7,1.707825602,1.60004193896094e-300,5E-302,1.778017268,0.329273682,0.657252888,0.147825585,PortalEndo
DNASE1L3,1.644095069,4.5672E-284,1.6418E-285,1.732859775,0.344960017,0.641848524,0.134455549,PortalEndo
PRSS23,1.600247224,8.78803834668316e-300,2E-301,1.629976491,0.105259371,0.659820282,0.065545279,PortalEndo
ENG,1.592849524,0,0,1.662372215,0.236076962,0.70860077,0.130209281,PortalEndo
TACC1,1.556581709,0,0,1.892539922,0.599767142,0.736842105,0.322588769,PortalEndo
PFN1,1.550893254,8.25967E-32,2.64132E-32,0.543221178,0.589831079,0.268292683,0.27448854,PortalEndo
SERF2,1.527734232,6.27069E-27,2.20965E-27,0.899813014,0.887620526,0.381899872,0.399919838,PortalEndo
PLPP1,1.451002246,1.2265E-267,4.9616E-269,1.73329651,0.414460726,0.676508344,0.25682054,PortalEndo
DUSP1,1.447377337,8.99991E-24,3.40085E-24,0.616171355,0.552900436,0.33055199,0.320367342,PortalEndo
PLCB1,1.443743413,5.6467E-251,2.4899E-252,1.636800451,0.502634602,0.571887035,0.245904038,PortalEndo
TCF4,1.427566272,3.3938E-284,1.2167E-285,1.473182546,0.305744565,0.653401797,0.168412982,PortalEndo
TIMP3,1.4141727,3.9563E-235,1.9493E-236,1.515530281,0.217150716,0.614249037,0.130965624,PortalEndo
MEIS2,1.412144998,5.76737315196341e-260,2.4215E-261,1.618711575,0.414001098,0.629011553,0.238903644,PortalEndo
RPL4,1.402397997,5.58479E-24,2.10126E-24,0.660549893,0.572633603,0.318356868,0.288788397,PortalEndo
FLT1,1.376568921,4.21343429153005e-250,1.8741E-251,1.383369263,0.149116564,0.583440308,0.073826075,PortalEndo
CALCRL,1.36850963,1.6224E-265,6.6718E-267,1.372170034,0.137847869,0.594351733,0.076081078,PortalEndo
ASAP1,1.350883751,0,0,1.644146203,0.52888772,0.641848524,0.291596452,PortalEndo
HSP90B1,1.341654624,7.16195E-22,2.84295E-22,0.643440486,0.569237792,0.351732991,0.338425383,PortalEndo
HLA-E,1.340969246,1.5894E-264,6.5819E-266,1.479577478,0.515861644,0.629011553,0.264084728,PortalEndo
ST6GAL1,1.32376974,9.6565E-208,5.6836E-209,1.787609411,0.704131778,0.648267009,0.365263727,PortalEndo
NOSTRIN,1.32223331,3.8174E-258,1.6321E-259,1.333367162,0.207046346,0.565468549,0.102234605,PortalEndo
COX7C,1.310445034,3.05007E-23,1.17097E-23,0.706694749,0.668328216,0.306803594,0.289746286,PortalEndo
TFPI,1.309543953,6.1984E-211,3.5947E-212,1.607880515,0.843258389,0.691912709,0.410561351,PortalEndo
RBMS3,1.305798195,1.2198E-254,5.297E-256,1.321521843,0.442927257,0.553273427,0.197363437,PortalEndo
EGFL7,1.301257611,9.3816E-274,3.6152E-275,1.365753784,0.213156203,0.638639281,0.107897922,PortalEndo
IFITM3,1.285187331,1.4533E-185,9.9744E-187,1.163227929,0.556381565,0.433247754,0.282787533,PortalEndo
BTNL9,1.268077511,6.5535E-194,4.2279E-195,1.189769524,0.150724444,0.47817715,0.072487716,PortalEndo
TIMP1,1.262007444,2.2607E-152,1.9699E-153,1.123408151,0.452083366,0.431322208,0.211169225,PortalEndo
BMPR2,1.257682253,3.2562E-274,1.2454E-275,1.57609907,0.398279092,0.641206675,0.25720967,PortalEndo
KALRN,1.254927943,1.1841E-232,5.891E-234,1.491420704,0.393078296,0.568677792,0.229918589,PortalEndo
PLPP3,1.243295371,5.5795E-175,4.1878E-176,1.498800539,0.533637499,0.603979461,0.294068348,PortalEndo
ID3,1.233713949,4.116E-177,3.0262E-178,0.95751506,0.081796598,0.407573813,0.044566692,PortalEndo
HECW2,1.224185128,9.6385E-165,7.7426E-166,1.141675254,0.209107256,0.446084724,0.113432652,PortalEndo
ZEB1,1.222501595,8.1999E-223,4.3625E-224,1.247626307,0.437657038,0.551347882,0.26301795,PortalEndo
AKT3,1.215600314,2.9856E-242,1.4081E-243,1.303668978,0.386924152,0.547496791,0.203415998,PortalEndo
CRIM1,1.212005582,1.6313E-213,9.2262E-215,1.251522098,0.297683796,0.551347882,0.15314564,PortalEndo
UQCRB,1.211075095,2.53906163293387e-20,1.05072172827603e-20,0.578300538,0.48995138,0.272143774,0.233655963,PortalEndo
EPAS1,1.206067771,4.4777E-202,2.7514E-203,1.399764846,0.459711076,0.648267009,0.286466451,PortalEndo
TM4SF1,1.200910558,3.9447E-175,2.9532E-176,1.039836713,0.093020411,0.449935815,0.053628464,PortalEndo
CYP3A5,1.763394901,0,0,2.46788821,1.290357244,0.688885108,0.443675814,PortalHep
ACSM2B,1.407038317,0,0,1.935360358,0.972856716,0.660768216,0.388228509,PortalHep
ORM1,1.390671462,0,0,2.636905768,1.712162362,0.779871539,0.615697145,PortalHep
CFH,1.329186182,0,0,2.08070821,1.154397582,0.654983198,0.446067887,PortalHep
SAA1,1.280486719,7.0192E-236,4.9589E-237,3.386573815,2.494048191,0.860861798,0.765039206,PortalHep
ECHDC2,1.260021362,0,0,1.808972132,1.031462767,0.663745799,0.432234419,PortalHep
C3,1.219208732,0,0,2.688760765,1.771955894,0.827768089,0.654546714,PortalHep
ACSM2A,1.204554611,0,0,1.705489908,0.825537763,0.630226722,0.358587591,PortalHep
AGXT,1.171301381,0,0,2.180782026,1.146343141,0.805138458,0.499876792,PortalHep
CYP2B6,1.168469871,0,0,1.314488408,0.696774164,0.481390106,0.301908621,PortalHep
APOC1,1.155620463,0,0,2.65213519,1.76260964,0.830745672,0.657933523,PortalHep
ASGR1,1.143686142,0,0,1.640921011,0.802437008,0.669786039,0.382053814,PortalHep
MLXIPL,1.132147798,0,0,1.755467624,0.911272811,0.667701731,0.409879437,PortalHep
CP,1.125017478,0,0,1.870283391,1.033771231,0.642222128,0.427267046,PortalHep
ESR1,1.081287099,0,0,0.957100805,0.611456671,0.389552937,0.272586125,PortalHep
NEAT1,1.079290227,1.46010407823101e-310,0,3.593586981,3.015534667,0.809519758,0.803397043,PortalHep
PLG,1.071828096,0,0,1.77745903,0.995901114,0.64575269,0.424518288,PortalHep
ALDOB,1.060732924,0,0,2.132620402,1.149387562,0.760049343,0.494976528,PortalHep
FGB,1.052624028,0,0,3.278598858,2.198864098,0.926368625,0.774884062,PortalHep
CALD1,1.987142283,0,0,2.717440686,0.6454068,0.892592593,0.359998163,Stellate
RBMS3,1.797658647,0,0,1.816344882,0.397943345,0.661111111,0.187560012,Stellate
DMD,1.602320145,0,0,1.909376814,0.3544169,0.701234568,0.221449793,Stellate
IGFBP7,1.586396785,0,0,1.640544176,0.341771236,0.653395062,0.148176296,Stellate
GRK5,1.448664046,0,0,1.482605566,0.130627284,0.591358025,0.088848662,Stellate
ANK3,1.422391324,0,0,1.448250324,0.245987355,0.591049383,0.119739435,Stellate
NR1H4,1.324958008,0,0,1.733702041,0.521720482,0.675308642,0.269448561,Stellate
PTH1R,1.309378439,0,0,1.341321957,0.030177915,0.592283951,0.020377731,Stellate
PTPRG,1.235827498,0,0,1.78618696,0.832115827,0.685185185,0.353511683,Stellate
SOX5,1.233759166,0,0,1.852631712,0.65037821,0.661728395,0.270550243,Stellate
SORBS1,1.224878041,0,0,1.825735344,0.601340669,0.691049383,0.31219169,Stellate
ADAMTS2,1.220446804,0,0,1.238200642,0.105544471,0.548148148,0.060000706,Stellate
ARHGAP10,1.195127637,0,0,1.327314523,0.121782854,0.574074074,0.090838813,Stellate
HGF,1.194479953,0,0,1.185484843,0.024021718,0.478703704,0.01661937,Stellate
COL4A2,1.184331527,0,0,1.211651988,0.164725606,0.552160494,0.096632221,Stellate
GPC6,1.180371554,0,0,2.034055515,0.876816026,0.650617284,0.296700708,Stellate
CRIM1,1.178661645,0,0,1.21680658,0.300839752,0.531790123,0.154923618,Stellate
CRISPLD2,1.170925582,0,0,1.189813585,0.045436784,0.537345679,0.028826997,Stellate
LIFR,1.161113856,0,0,1.315364306,0.502956845,0.587962963,0.18095472,Stellate
RBPMS,1.145727858,0,0,2.11246317,0.720980225,0.724382716,0.332535852,Stellate
MYO10,1.103586063,0,0,1.15400278,0.358008688,0.555246914,0.163094377,Stellate
