Cell_Type,Cluster,Percent,Overlap_genes,number_of_cluster_markers
FLC,0,29.41,TMEM163|SLC16A14|RPS6KA2|PDE10A|TESC,791
FLC,1,5.88,FURIN,249
FLC,2,0,,992
FLC,3,0,,329
FLC,4,5.88,VCAN,261
FLC,5,23.53,TESC|VCAN|TMEM163|RPS6KA2,350
FLC,6,41.18,PDE10A|FURIN|CA12|TESC|OAT|RPS6KA2|VCAN,512
FLC,7,5.88,PDE4B,326
FLC,8,0,,112
FLC,9,0,,108
FLC,10,5.88,OAT,1444
FLC,11,0,,55
