p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,1.443053383167066,0.453,0.27,0,0,TACC2
0,1.4215454459465358,0.846,0.416,0,0,ALDH1A2
0,1.4186539146855437,0.4,0.159,0,0,LSAMP
0,1.4098388358011165,0.686,0.322,0,0,LIMCH1
0,1.3981588156901434,0.997,0.97,0,0,MALAT1
0,1.3974369976141268,0.571,0.298,0,0,PDE7B
0,1.3927451239094326,0.813,0.587,0,0,MYO1E
0,1.3875913759781606,0.21,0.024,0,0,AC112770.1
0,1.3596436522722475,0.643,0.327,0,0,RPS6KA2
0,1.3526258383245402,0.458,0.227,0,0,CASC19
0,1.343299150389399,0.36,0.046,0,0,ADGRG5
0,1.3291274058463118,0.372,0.188,0,0,AL136456.1
0,1.3278639100296958,0.541,0.204,0,0,AP000331.1
0,1.3258372133780665,0.306,0.118,0,0,AP001042.1
0,1.3174392936586052,0.826,0.5,0,0,ERGIC1
0,1.317105231589911,0.902,0.763,0,0,EXT1
0,1.3095950734527046,0.594,0.344,0,0,MYOM1
0,1.3001143949840075,0.562,0.298,0,0,PTP4A1
0,1.2975801834827996,0.736,0.356,0,0,LINC00513
0,1.2946675596027544,0.508,0.177,0,0,GULP1
0,1.294156341383363,0.223,0.064,0,0,AC092691.1
0,1.2939112025157324,0.793,0.329,0,0,PLIN5
0,1.2882319570453957,0.833,0.522,0,0,DOCK5
0,1.2826879448269886,0.561,0.17,0,0,EYS
0,1.2822485449914052,0.307,0.046,0,0,ZNF385D-AS2
0,1.2776202570879283,0.494,0.149,0,0,SLC16A14
0,1.2748206460233118,0.645,0.332,0,0,SDS
0,1.247147092809532,0.743,0.542,0,0,GALNT2
0,1.2434695333551555,0.847,0.53,0,0,EGFR
0,1.234531976008571,0.613,0.253,0,0,GK-AS1
0,1.2236168633107436,0.602,0.255,0,0,AP002518.2
0,1.2181187162589966,0.632,0.277,0,0,NPAS2
0,1.208343186167376,0.738,0.517,0,0,BABAM2
0,1.203047374099159,0.699,0.504,0,0,CP
0,1.2002893987326977,0.204,0.047,0,0,AL049779.4
0,1.194146676833041,0.599,0.369,0,0,SLC4A4
0,1.1935784136171466,0.509,0.121,0,0,TAFA5
0,1.191252189761236,0.809,0.42,0,0,WWC1
0,1.18989070026393,0.623,0.226,0,0,AC104461.1
0,1.1867273330504164,0.68,0.353,0,0,ATP2B4
0,1.1844224764656728,0.518,0.322,0,0,VCAN
0,1.1836585289454957,0.565,0.369,0,0,CRP
0,1.162291029758376,0.888,0.682,0,0,IMMP2L
0,1.1617988365944019,0.839,0.528,0,0,RAB11A
0,1.1592147620692685,0.368,0.098,0,0,AC011287.1
0,1.1590697078007945,0.826,0.483,0,0,PCK1
0,1.1575641861615678,0.313,0.048,0,0,KCNK9
0,1.1547063330256673,0.68,0.431,0,0,C5
0,1.1526575171885232,0.57,0.243,0,0,CACNB2
0,1.1388161308857592,0.878,0.666,0,0,FNDC3A
0,1.1262081272117095,0.672,0.365,0,0,AL109930.1
0,1.122348977981337,0.807,0.61,0,0,SND1
0,1.121286884527739,0.529,0.2,0,0,LINC00862
0,1.1077412186895408,0.647,0.287,0,0,AC023424.3
0,1.0999516003163263,0.649,0.466,0,0,ABLIM3
0,1.0985105042301153,0.77,0.426,0,0,PRKAG2
0,1.0937983690849826,0.457,0.269,0,0,GLCE
0,1.0886160563300693,0.465,0.17,0,0,AC018467.1
0,1.0842535902708523,0.243,0.08,0,0,LNCAROD
0,1.077957582195343,0.839,0.573,0,0,SORBS2
0,1.0713374619602818,0.778,0.531,0,0,CD46
0,1.0713355742464037,0.239,0.085,0,0,AC083862.3
0,1.0712141702987863,0.746,0.545,0,0,SLC39A14
0,1.0572738011147353,0.713,0.477,0,0,PCSK6
0,1.0572056325937462,0.684,0.429,0,0,ADGRL2
0,1.0428331253459309,0.528,0.181,0,0,CCNT2-AS1
0,1.0424584424443704,0.788,0.529,0,0,GBE1
0,1.0373813467745945,0.679,0.38,0,0,FAT1
0,1.0310493120526554,0.576,0.286,0,0,CPM
0,1.029715082162871,0.279,0.117,0,0,NHS
0,1.0205135134748398,0.752,0.557,0,0,RAB10
0,1.0195295210750306,0.315,0.091,0,0,LINC00535
0,1.0112617680909732,0.71,0.516,0,0,LPGAT1
0,1.000697015844467,0.585,0.231,0,0,NOCT
0,0.9994029758468079,0.5,0.36,0,0,ULK4
0,0.9984198176905785,0.799,0.524,0,0,GK
0,0.9975979934225145,0.705,0.446,0,0,AASS
0,0.9949341632361179,0.708,0.45,0,0,PDE3B
0,0.9927295535734433,0.929,0.707,0,0,TSHZ2
0,0.9920660081471052,0.561,0.24,0,0,ANGPTL4
0,0.9901932124519632,0.672,0.337,0,0,SMOC1
0,0.9851536387271551,0.703,0.619,0,0,CEMIP2
0,0.979519473311794,0.882,0.671,0,0,ADK
